,age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
3082,53,married,primary,1868.0,no,no,8,aug,156,4,-1,0,no
3077,45,married,secondary,128.0,no,yes,18,nov,275,2,-1,0,no
2239,42,married,secondary,0.0,yes,no,21,nov,328,6,-1,0,no
3153,46,married,primary,328.0,yes,no,21,may,526,8,-1,0,no
1265,31,married,tertiary,7744.0,no,no,26,aug,377,8,-1,0,no
483,40,married,tertiary,0.0,no,no,14,jul,109,8,-1,0,no
3750,79,divorced,unknown,2628.0,no,no,8,jul,220,7,450,2,no
1219,47,married,primary,320.0,no,no,30,jul,203,2,-1,0,no
277,38,single,tertiary,0.0,no,no,28,aug,247,2,-1,0,no
988,42,single,tertiary,525.0,no,no,13,aug,127,2,-1,0,no
2084,41,married,secondary,343.0,yes,no,14,may,89,7,-1,0,no
1245,45,single,secondary,0.0,yes,no,8,may,38,1,-1,0,no
2382,26,single,tertiary,122.0,no,yes,8,jul,160,1,-1,0,no
571,50,married,secondary,1138.0,no,no,14,aug,219,10,-1,0,no
1435,64,married,secondary,1574.0,no,no,29,jul,301,3,-1,0,yes
993,31,married,secondary,314.0,yes,no,17,apr,279,1,-1,0,no
2836,29,married,tertiary,3931.0,yes,no,3,jun,73,4,-1,0,no
3534,47,single,secondary,1544.0,yes,no,6,apr,104,1,312,1,no
585,43,divorced,tertiary,38.0,yes,no,25,jul,197,6,-1,0,no
3008,48,married,unknown,0.0,yes,no,8,may,612,1,344,1,no
2514,31,single,unknown,694.0,yes,no,6,jun,431,2,-1,0,no
1349,83,married,primary,425.0,no,no,22,jun,883,1,140,1,yes
1007,45,single,secondary,410.0,yes,no,30,may,891,4,-1,0,yes
674,41,divorced,secondary,1281.0,no,no,31,jul,45,3,-1,0,no
2412,58,married,primary,419.0,no,yes,5,jun,295,3,-1,0,no
447,66,married,tertiary,2262.0,no,no,22,apr,155,1,-1,0,no
2855,36,single,tertiary,0.0,no,no,11,aug,108,2,-1,0,no
3755,33,single,secondary,3975.0,yes,yes,17,apr,515,1,150,1,no
2064,36,single,tertiary,2806.0,yes,no,30,may,358,4,-1,0,no
3967,48,married,secondary,10655.0,no,no,31,jul,5,3,-1,0,no
4170,50,married,secondary,36.0,no,no,13,aug,104,10,-1,0,no
1690,46,single,secondary,751.0,yes,no,13,may,104,2,-1,0,no
1548,32,single,unknown,6145.0,yes,no,14,may,362,1,287,13,no
1247,52,married,tertiary,-11.0,yes,no,11,may,94,4,-1,0,no
1985,29,single,unknown,145.0,no,no,14,aug,105,1,-1,0,no
294,47,married,tertiary,3681.0,no,no,14,aug,101,2,-1,0,no
1547,54,married,tertiary,1544.0,no,yes,5,feb,85,7,196,3,no
2012,38,married,tertiary,46.0,no,no,29,aug,70,4,-1,0,no
588,41,married,secondary,-256.0,yes,no,3,jun,147,2,-1,0,no
2403,42,married,secondary,1048.0,yes,no,6,feb,23,2,-1,0,no
2129,41,married,primary,-306.0,yes,no,15,may,500,1,-1,0,yes
3839,51,divorced,secondary,2323.0,yes,yes,18,aug,151,10,-1,0,no
3678,46,divorced,secondary,558.0,no,no,19,aug,126,6,-1,0,no
3985,43,married,primary,188.0,yes,no,12,may,58,3,347,5,no
425,29,single,primary,950.0,yes,no,4,jun,135,3,-1,0,no
2582,32,married,secondary,9.0,yes,no,17,apr,334,2,-1,0,no
1054,41,divorced,secondary,787.0,yes,no,8,may,297,2,-1,0,no
3250,54,married,tertiary,876.0,no,no,27,oct,269,3,541,3,yes
4130,32,single,tertiary,473.0,yes,no,11,may,72,2,361,1,no
556,55,married,primary,2275.0,no,no,25,aug,139,9,-1,0,no
3785,49,single,primary,3018.0,yes,no,15,may,93,1,-1,0,no
3426,40,married,primary,2077.0,yes,no,13,may,363,1,173,24,no
4269,45,married,primary,185.0,yes,no,29,jan,249,3,-1,0,no
3485,25,single,tertiary,16874.0,yes,yes,15,may,117,2,-1,0,no
4267,50,single,primary,148.0,yes,no,7,may,198,2,-1,0,no
3388,49,married,secondary,66.0,yes,yes,21,nov,59,4,-1,0,no
1193,33,single,secondary,706.0,yes,no,7,apr,329,1,322,1,no
1716,51,married,primary,1550.0,no,no,20,jun,12,5,-1,0,no
2604,57,married,unknown,0.0,no,no,30,sep,585,1,-1,0,no
3400,32,married,tertiary,4908.0,no,yes,13,may,491,2,-1,0,no
2828,38,married,secondary,1960.0,yes,no,21,aug,161,2,-1,0,no
1704,35,single,tertiary,5958.0,yes,no,22,mar,215,1,-1,0,yes
2863,31,single,tertiary,385.0,yes,no,21,may,304,1,-1,0,no
2618,54,married,secondary,812.0,no,no,31,jul,113,6,-1,0,no
2400,43,married,secondary,104.0,no,no,17,jun,332,1,-1,0,no
2139,42,married,tertiary,0.0,no,no,9,jul,236,1,-1,0,no
2383,30,single,secondary,0.0,yes,no,19,nov,661,1,-1,0,no
3362,21,single,secondary,6.0,no,no,9,may,622,1,-1,0,no
1285,54,married,secondary,386.0,yes,no,2,aug,155,2,-1,0,no
3112,35,married,secondary,1160.0,yes,no,27,may,116,3,-1,0,no
3243,27,single,tertiary,390.0,no,no,28,oct,190,1,82,1,no
4001,36,married,secondary,191.0,no,no,31,aug,69,1,-1,0,no
2087,27,single,secondary,1566.0,no,no,30,jan,164,5,-1,0,no
1889,42,married,tertiary,1205.0,no,no,8,sep,376,2,-1,0,yes
1591,70,married,secondary,2815.0,no,no,26,apr,125,2,182,1,no
1346,34,married,secondary,1499.0,yes,no,13,apr,186,1,327,2,no
3938,32,married,secondary,162.0,yes,no,14,may,297,2,-1,0,no
2162,40,single,secondary,-1.0,no,no,7,jul,173,1,-1,0,no
2396,30,married,tertiary,877.0,no,no,13,aug,202,1,83,5,no
2996,38,married,secondary,746.0,no,no,20,jun,256,3,-1,0,no
2271,34,single,tertiary,171.0,yes,no,7,may,191,1,294,1,no
4034,30,single,secondary,57.0,no,no,2,feb,465,2,-1,0,no
1137,42,married,secondary,3052.0,yes,no,27,may,32,1,-1,0,no
3241,48,married,secondary,5.0,no,no,9,jun,65,6,-1,0,no
972,25,single,secondary,3217.0,yes,no,28,may,24,1,-1,0,no
795,30,single,tertiary,162.0,yes,no,20,may,186,4,-1,0,no
1711,32,single,tertiary,2185.0,no,no,20,nov,354,2,-1,0,no
36,78,divorced,primary,229.0,no,no,22,oct,97,1,-1,0,yes
453,32,married,secondary,34.0,yes,no,5,may,321,2,-1,0,no
913,41,married,tertiary,-29.0,no,no,29,jan,41,2,266,2,no
4206,40,married,secondary,260.0,no,no,19,nov,52,1,152,6,no
1199,35,single,tertiary,2988.0,yes,no,25,may,179,1,-1,0,no
1274,43,divorced,primary,-97.0,yes,yes,31,jul,747,4,-1,0,no
2375,26,single,secondary,622.0,no,no,28,jan,1451,2,-1,0,yes
37,32,married,secondary,2089.0,yes,no,14,nov,132,1,-1,0,yes
974,41,married,primary,2067.0,yes,no,15,may,493,7,-1,0,no
983,37,divorced,secondary,79.0,no,no,21,jul,191,1,-1,0,no
3336,37,married,secondary,215.0,yes,no,6,jun,61,1,-1,0,no
1418,38,single,secondary,2253.0,yes,no,13,may,937,3,-1,0,yes
1560,52,married,tertiary,1339.0,yes,no,22,aug,343,5,-1,0,no
39,23,single,tertiary,363.0,yes,no,30,may,16,18,-1,0,no
1486,40,married,secondary,782.0,yes,no,14,may,224,2,-1,0,no
4313,35,married,secondary,8652.0,yes,no,24,jun,103,6,-1,0,no
169,32,single,secondary,1143.0,yes,yes,10,jul,412,1,-1,0,no
1355,29,single,secondary,1448.0,no,no,10,mar,217,1,184,7,no
3807,46,married,primary,276.0,yes,yes,6,may,157,2,-1,0,no
2986,34,single,tertiary,1.0,no,no,19,nov,582,1,-1,0,no
4298,26,single,secondary,3529.0,no,yes,7,sep,57,2,-1,0,no
3279,31,single,tertiary,2197.0,yes,no,23,may,146,3,-1,0,no
2682,29,married,secondary,11417.0,yes,no,28,may,272,2,-1,0,no
3297,28,single,tertiary,442.0,no,no,19,jun,474,3,95,3,yes
1640,39,married,tertiary,12.0,yes,no,23,may,130,1,-1,0,no
1290,34,married,primary,79.0,yes,no,14,may,406,2,-1,0,no
1380,41,married,secondary,121.0,yes,no,13,may,16,6,176,5,no
1933,49,married,primary,474.0,yes,yes,9,feb,152,3,221,1,no
579,33,single,tertiary,696.0,no,yes,5,feb,193,1,176,8,no
3535,48,married,primary,199.0,no,no,18,aug,29,2,-1,0,no
2030,47,married,unknown,150.0,no,no,9,jun,52,1,-1,0,no
892,27,single,tertiary,5291.0,no,no,12,nov,192,2,92,2,yes
780,33,married,secondary,1134.0,yes,no,23,may,304,2,-1,0,no
159,34,married,secondary,1641.0,yes,no,17,apr,380,1,-1,0,no
2,35,single,tertiary,1350.0,yes,no,16,apr,185,1,330,1,no
3431,28,single,secondary,153.0,no,no,23,jul,1124,2,-1,0,yes
2109,27,single,secondary,-145.0,yes,no,15,may,289,8,-1,0,no
849,55,divorced,primary,976.0,no,no,28,jun,345,1,94,3,yes
2737,34,married,secondary,8309.0,yes,yes,19,nov,50,1,-1,0,no
2466,42,married,secondary,5564.0,no,no,17,nov,560,2,-1,0,no
3002,27,single,secondary,3354.0,yes,no,14,may,493,5,-1,0,no
1596,32,married,secondary,84.0,no,yes,29,jul,403,3,-1,0,no
1776,43,married,secondary,17555.0,no,no,26,aug,14,14,-1,0,no
1913,48,married,primary,7195.0,no,no,21,nov,609,2,-1,0,yes
1043,41,married,secondary,780.0,yes,no,15,may,432,3,-1,0,no
1544,35,married,tertiary,1100.0,no,yes,29,jan,127,2,-1,0,no
2736,54,married,secondary,1157.0,no,no,26,may,98,2,-1,0,no
3041,32,single,secondary,92.0,yes,no,18,may,110,1,315,2,no
53,34,married,tertiary,1539.0,yes,no,15,jun,441,1,56,1,yes
1796,34,married,secondary,15.0,no,no,25,aug,184,7,-1,0,no
1911,26,married,secondary,115.0,yes,no,4,jul,46,3,-1,0,no
3551,42,married,secondary,2416.0,yes,no,20,may,138,4,-1,0,no
2553,33,married,tertiary,1064.0,yes,no,13,may,562,1,-1,0,yes
2800,40,married,secondary,2715.0,yes,no,29,may,125,2,-1,0,no
3349,26,married,tertiary,265.0,no,no,30,jan,650,2,-1,0,no
4036,40,married,secondary,4441.0,yes,no,20,nov,153,2,183,2,no
824,39,married,tertiary,794.0,no,no,2,feb,182,1,-1,0,no
4287,50,married,tertiary,3337.0,yes,yes,31,jul,24,14,-1,0,no
1389,50,married,tertiary,85.0,no,yes,1,jun,141,1,-1,0,no
884,48,married,primary,606.0,no,no,5,mar,77,6,-1,0,no
3316,60,married,secondary,3043.0,no,no,19,aug,235,3,-1,0,no
1607,47,divorced,tertiary,1149.0,no,yes,15,jul,82,2,-1,0,no
1594,60,divorced,secondary,385.0,yes,no,4,feb,80,1,-1,0,no
771,52,married,secondary,1781.0,yes,no,19,may,144,2,-1,0,no
2611,33,single,secondary,-320.0,no,no,18,may,268,2,-1,0,no
2273,44,married,primary,-11.0,yes,no,9,may,13,1,-1,0,no
1868,42,married,primary,-679.0,yes,yes,6,may,159,1,343,2,no
1085,33,married,secondary,661.0,yes,no,18,jul,968,1,-1,0,yes
3411,57,married,tertiary,0.0,no,no,19,aug,188,4,-1,0,no
1325,28,single,tertiary,1027.0,yes,no,14,may,433,1,-1,0,no
1463,40,married,secondary,93.0,yes,no,13,may,134,2,-1,0,no
806,53,divorced,unknown,629.0,yes,no,8,may,298,1,-1,0,no
3064,43,single,tertiary,1696.0,yes,no,26,aug,257,1,474,3,yes
3865,35,married,secondary,0.0,yes,no,18,may,146,2,-1,0,no
2108,46,divorced,primary,452.0,yes,no,9,may,113,4,-1,0,no
4489,45,married,tertiary,6945.0,no,no,5,aug,131,5,356,3,no
4480,23,married,primary,1158.0,yes,no,16,apr,743,1,-1,0,no
2234,34,married,secondary,1.0,yes,no,19,nov,108,1,-1,0,no
963,34,single,secondary,3723.0,yes,no,27,may,47,5,-1,0,no
4223,32,divorced,secondary,0.0,yes,no,2,jun,746,2,-1,0,no
398,38,married,primary,168.0,yes,yes,13,may,212,3,-1,0,no
2632,59,married,primary,2358.0,yes,no,17,apr,30,1,-1,0,no
4390,40,married,secondary,4795.0,yes,no,17,apr,57,1,-1,0,no
704,59,married,unknown,1033.0,no,no,11,jun,1199,1,-1,0,yes
431,29,married,tertiary,20.0,yes,no,12,may,418,1,-1,0,no
292,53,married,secondary,4994.0,no,no,18,aug,62,6,-1,0,no
4403,39,married,primary,267.0,no,no,9,jun,1151,5,-1,0,no
145,35,married,tertiary,106.0,no,yes,11,aug,588,2,-1,0,no
3424,55,married,secondary,-308.0,no,no,2,feb,781,1,-1,0,yes
2033,41,divorced,primary,664.0,no,yes,15,jul,955,5,-1,0,yes
3520,32,single,tertiary,347.0,yes,no,18,may,213,1,264,6,no
1165,34,married,secondary,1897.0,yes,yes,19,nov,441,1,-1,0,no
2050,52,married,primary,230.0,yes,no,6,may,198,2,170,2,no
2624,53,married,tertiary,22370.0,yes,no,15,may,106,1,-1,0,no
3827,51,married,tertiary,-892.0,yes,yes,14,aug,248,2,-1,0,no
339,51,divorced,primary,10924.0,no,no,6,may,106,2,-1,0,no
3955,34,married,secondary,0.0,yes,no,14,jul,78,4,-1,0,no
2973,46,married,secondary,556.0,yes,yes,15,may,646,3,-1,0,yes
265,40,married,secondary,1516.0,yes,yes,23,may,373,1,-1,0,no
2424,47,married,tertiary,1890.0,no,no,8,jul,161,1,-1,0,no
3891,39,married,secondary,4722.0,yes,no,17,jun,483,1,-1,0,no
1771,37,married,tertiary,347.0,yes,no,22,jul,282,1,-1,0,no
271,24,single,secondary,174.0,yes,yes,18,may,487,1,-1,0,yes
696,41,married,tertiary,6000.0,yes,no,18,nov,265,1,-1,0,no
747,60,married,secondary,322.0,yes,no,7,may,63,1,-1,0,no
244,50,married,secondary,606.0,yes,no,14,may,673,2,-1,0,no
317,50,married,primary,276.0,no,yes,17,jun,641,6,-1,0,no
476,48,married,secondary,149.0,yes,no,9,may,71,1,-1,0,no
2032,59,married,primary,1727.0,no,no,25,may,500,4,358,2,yes
957,55,divorced,unknown,2.0,yes,no,19,may,95,1,-1,0,no
3130,57,married,secondary,0.0,no,no,19,jun,97,1,-1,0,no
813,31,married,secondary,466.0,yes,no,14,may,164,1,-1,0,no
1914,30,single,tertiary,-477.0,no,yes,21,aug,1532,2,-1,0,yes
4167,46,married,primary,0.0,yes,no,12,may,51,9,-1,0,no
1297,32,single,tertiary,41.0,no,no,21,aug,686,5,-1,0,yes
1804,34,married,secondary,857.0,yes,no,22,aug,238,6,-1,0,no
3606,29,married,secondary,308.0,yes,no,28,may,75,1,-1,0,no
250,31,married,tertiary,395.0,yes,no,9,feb,155,3,-1,0,no
2461,31,single,secondary,11386.0,yes,no,20,nov,356,1,-1,0,no
545,35,married,primary,0.0,yes,no,24,jul,90,6,-1,0,no
738,36,single,secondary,1855.0,yes,no,4,feb,75,1,273,1,no
310,49,married,secondary,8545.0,yes,yes,6,,199,7,167,1,no
2941,36,single,secondary,47.0,no,yes,9,jul,36,6,-1,0,no
1131,32,single,secondary,2817.0,yes,no,21,nov,195,1,-1,0,no
1449,31,married,tertiary,1224.0,yes,yes,24,jul,1441,2,-1,0,yes
4448,44,married,secondary,304.0,yes,no,12,may,129,2,-1,0,no
15,40,married,tertiary,194.0,no,yes,29,aug,189,2,-1,0,no
2769,45,married,secondary,0.0,no,no,19,aug,145,10,-1,0,no
920,38,single,tertiary,221.0,no,no,20,aug,79,3,-1,0,no
3511,32,single,tertiary,28.0,no,no,8,aug,111,2,-1,0,no
2544,56,divorced,primary,0.0,no,yes,10,jul,542,1,-1,0,no
4019,43,married,secondary,0.0,yes,yes,4,feb,539,8,204,5,no
363,49,married,secondary,2039.0,yes,no,18,nov,283,2,-1,0,no
182,34,single,secondary,6979.0,yes,no,15,may,14,5,-1,0,no
2983,53,married,secondary,1278.0,yes,no,15,jul,174,3,-1,0,no
1194,36,married,secondary,1825.0,yes,no,14,may,24,1,346,1,no
2852,39,married,tertiary,562.0,no,no,13,sep,303,2,-1,0,no
3089,53,married,secondary,427.0,no,yes,14,aug,360,4,-1,0,no
1121,51,married,tertiary,5403.0,no,no,6,jun,42,1,-1,0,no
2235,46,single,tertiary,46.0,no,yes,17,nov,80,1,152,1,no
2667,28,single,secondary,43.0,no,no,19,may,190,1,-1,0,no
1182,38,married,tertiary,126.0,yes,no,21,may,164,2,-1,0,no
3662,26,married,secondary,128.0,no,no,4,jul,355,1,-1,0,no
614,39,married,tertiary,1161.0,yes,no,9,apr,236,1,336,1,no
1466,33,married,tertiary,69.0,no,yes,4,may,77,2,-1,0,no
401,28,single,secondary,517.0,no,yes,8,jul,681,1,-1,0,yes
934,39,married,secondary,1072.0,yes,no,27,may,1168,2,-1,0,no
2419,41,single,secondary,-386.0,no,yes,20,nov,477,1,-1,0,yes
3300,53,married,tertiary,431.0,yes,no,11,jun,74,1,-1,0,no
2641,73,married,secondary,19.0,no,no,5,nov,509,2,-1,0,no
3291,48,married,tertiary,9207.0,no,no,18,aug,445,3,-1,0,no
726,37,single,tertiary,509.0,yes,no,6,may,133,1,-1,0,no
826,48,married,secondary,454.0,yes,no,10,jul,114,1,-1,0,no
1521,38,married,secondary,1663.0,yes,no,13,apr,217,3,327,1,no
4296,33,single,secondary,894.0,no,no,5,feb,509,2,-1,0,no
3911,48,married,secondary,2294.0,yes,no,26,may,251,11,-1,0,no
136,29,single,secondary,428.0,yes,yes,7,may,54,1,345,2,no
628,45,married,secondary,88.0,no,no,29,aug,150,2,-1,0,no
334,30,single,tertiary,424.0,no,no,16,apr,298,4,-1,0,yes
390,33,single,tertiary,1240.0,yes,no,4,feb,505,2,260,1,no
3837,53,single,unknown,0.0,no,no,12,may,140,7,-1,0,no
3142,35,single,primary,1147.0,yes,yes,7,may,29,1,-1,0,no
1817,27,married,secondary,2171.0,yes,no,16,apr,130,1,323,1,no
400,35,divorced,tertiary,4515.0,yes,no,19,nov,98,2,-1,0,no
710,46,married,primary,67.0,no,no,24,jun,9,1,-1,0,no
1039,42,single,secondary,9720.0,no,no,5,aug,81,2,-1,0,no
3269,37,divorced,secondary,48.0,yes,no,8,may,133,2,-1,0,no
46,55,married,primary,145.0,no,no,2,feb,59,3,5,2,no
1561,54,married,unknown,386.0,no,yes,19,nov,74,1,152,1,no
4342,50,married,unknown,2284.0,yes,no,31,jul,1088,17,-1,0,yes
4383,26,single,secondary,609.0,no,no,28,jan,112,1,-1,0,no
1112,35,married,secondary,2789.0,yes,no,4,sep,256,2,94,1,no
2513,33,married,primary,191.0,yes,no,9,may,162,2,-1,0,no
1223,49,divorced,tertiary,2370.0,yes,yes,17,nov,56,1,103,2,no
4262,59,married,secondary,2308.0,no,no,30,apr,815,1,87,1,yes
3023,36,single,tertiary,1830.0,no,no,14,oct,183,1,91,11,no
2421,44,single,tertiary,5063.0,no,no,27,oct,418,2,-1,0,yes
1508,37,single,secondary,375.0,no,no,9,jun,223,2,-1,0,no
1750,47,single,tertiary,3232.0,no,no,6,oct,541,1,204,3,no
4183,60,single,tertiary,2934.0,no,no,8,aug,233,2,-1,0,no
1799,41,married,tertiary,13.0,no,no,5,jun,189,2,-1,0,no
338,63,married,primary,1084.0,no,no,14,oct,201,1,183,1,no
215,42,married,tertiary,372.0,yes,no,3,aug,654,2,-1,0,yes
1341,31,married,secondary,413.0,yes,no,13,may,65,1,-1,0,no
11,43,married,secondary,264.0,yes,no,17,apr,113,2,-1,0,no
1520,35,married,tertiary,93.0,no,no,4,may,198,2,88,1,no
3227,53,married,tertiary,1343.0,no,no,5,aug,129,4,-1,0,no
3098,37,married,primary,11.0,no,no,30,jul,109,8,-1,0,no
3004,37,married,secondary,7.0,yes,no,27,may,224,7,105,1,no
2864,55,married,primary,1649.0,yes,no,12,may,52,3,-1,0,no
4145,52,married,primary,1141.0,yes,no,12,may,22,5,-1,0,no
2322,35,married,primary,46.0,no,no,8,jul,338,3,-1,0,no
2571,28,married,secondary,4287.0,no,no,30,apr,171,1,-1,0,no
2913,58,married,secondary,413.0,no,no,27,aug,104,5,-1,0,no
101,38,single,tertiary,493.0,yes,no,11,may,553,1,367,7,no
3576,31,married,tertiary,1384.0,yes,no,30,jan,203,2,2,3,no
171,37,single,tertiary,37.0,no,no,28,jan,253,2,-1,0,no
107,33,married,tertiary,483.0,yes,no,3,feb,280,2,-1,0,no
3509,34,divorced,secondary,0.0,yes,yes,18,aug,374,16,-1,0,no
4512,40,married,secondary,1100.0,yes,no,29,may,660,2,-1,0,no
3664,34,married,secondary,351.0,yes,no,18,jul,467,1,-1,0,no
3958,34,married,tertiary,2594.0,yes,no,21,nov,161,3,-1,0,no
3167,50,married,secondary,806.0,yes,yes,7,may,141,8,297,2,no
3392,32,married,secondary,180.0,yes,no,15,may,45,2,-1,0,no
3337,58,married,primary,23.0,yes,no,20,may,91,6,-1,0,no
3744,26,single,secondary,321.0,yes,no,22,jul,242,7,-1,0,no
3885,41,married,secondary,1249.0,yes,no,9,jul,391,1,-1,0,no
4198,34,married,tertiary,606.0,no,no,20,apr,97,1,-1,0,yes
1040,55,divorced,secondary,1613.0,yes,no,3,apr,296,1,270,3,yes
3528,46,divorced,tertiary,225.0,yes,no,14,may,201,1,345,1,no
2760,61,married,secondary,985.0,no,no,18,aug,998,6,-1,0,yes
2120,62,divorced,tertiary,0.0,no,no,13,nov,227,2,-1,0,yes
1524,42,married,primary,792.0,yes,yes,19,nov,611,2,175,12,no
153,55,married,,8104.0,no,no,6,feb,213,2,-1,0,no
2248,39,married,secondary,1438.0,yes,no,20,may,212,2,-1,0,no
481,56,single,secondary,237.0,yes,no,9,jul,236,4,-1,0,no
3794,43,single,unknown,3274.0,yes,no,22,may,680,1,95,1,no
3689,29,married,tertiary,858.0,yes,no,12,jun,234,7,330,1,no
3396,36,married,secondary,465.0,yes,no,20,may,160,1,-1,0,no
1762,35,single,tertiary,44.0,no,no,7,sep,310,2,96,2,no
4068,30,single,secondary,6900.0,no,no,21,nov,816,1,-1,0,no
1785,32,married,secondary,300.0,no,no,6,feb,166,2,-1,0,no
3459,30,single,primary,79.0,yes,no,15,may,317,1,-1,0,no
3413,33,single,tertiary,61.0,no,no,19,aug,836,3,-1,0,yes
405,45,married,secondary,,yes,no,7,aug,159,2,-1,0,no
757,50,married,secondary,231.0,yes,no,21,nov,397,2,-1,0,no
2711,47,married,unknown,677.0,no,no,7,aug,384,1,99,4,no
2670,46,married,secondary,0.0,yes,yes,20,apr,239,2,259,2,no
3264,36,single,tertiary,613.0,no,no,7,aug,86,2,-1,0,no
97,30,single,tertiary,261.0,no,no,19,oct,233,1,137,20,no
1333,31,single,secondary,628.0,yes,no,12,may,1083,2,-1,0,no
3973,25,single,secondary,959.0,no,no,9,jul,144,5,-1,0,no
2791,32,married,secondary,782.0,yes,no,26,may,116,4,-1,0,no
2854,31,single,secondary,35.0,no,yes,16,jul,229,1,-1,0,no
186,34,married,tertiary,899.0,yes,no,19,nov,377,3,7,4,no
3817,33,married,secondary,95.0,yes,no,30,apr,335,1,-1,0,yes
3941,58,married,primary,0.0,yes,no,29,may,535,2,-1,0,no
2058,50,divorced,tertiary,201.0,yes,no,24,jul,248,1,-1,0,no
3515,44,single,tertiary,1206.0,no,no,9,jul,160,2,-1,0,no
148,46,married,secondary,179.0,yes,no,29,jan,194,4,436,1,no
28,56,married,secondary,784.0,no,yes,30,jul,149,2,-1,0,no
3416,30,single,tertiary,47.0,no,yes,31,jul,11,17,-1,0,no
3978,66,married,tertiary,1948.0,no,no,28,jan,216,1,91,4,yes
692,33,single,primary,599.0,yes,no,21,may,29,1,-1,0,no
2866,36,married,secondary,0.0,yes,yes,9,feb,101,2,-1,0,no
1386,50,married,secondary,254.0,yes,no,15,apr,397,2,337,1,no
1845,27,single,secondary,261.0,yes,yes,18,may,113,1,-1,0,no
4285,37,married,tertiary,0.0,yes,no,21,jul,115,1,-1,0,no
3422,39,married,tertiary,1047.0,no,no,6,jun,554,1,-1,0,yes
1599,25,married,tertiary,0.0,yes,no,9,jul,160,1,-1,0,no
4388,83,divorced,primary,1097.0,no,no,5,mar,181,1,-1,0,yes
701,40,single,tertiary,445.0,yes,no,24,jul,631,1,-1,0,no
3028,34,married,secondary,79.0,yes,no,23,may,83,1,-1,0,no
2969,47,married,tertiary,2408.0,no,no,12,aug,236,1,104,1,no
1708,38,married,tertiary,76.0,yes,no,7,jul,196,3,-1,0,no
2953,22,single,tertiary,691.0,no,no,19,aug,338,1,-1,0,yes
454,44,married,tertiary,795.0,no,no,28,aug,99,24,-1,0,no
2868,40,married,secondary,771.0,yes,no,15,may,173,4,-1,0,no
2040,37,married,secondary,1053.0,no,no,16,jun,405,3,-1,0,no
3494,50,married,primary,-1.0,no,no,19,aug,195,2,-1,0,no
2315,52,single,tertiary,1623.0,yes,no,5,jun,21,17,-1,0,no
609,46,married,tertiary,342.0,yes,yes,5,may,84,1,-1,0,no
167,45,divorced,secondary,1269.0,yes,no,29,jan,549,2,-1,0,no
730,38,single,secondary,1146.0,yes,no,21,may,91,2,-1,0,no
3590,41,married,tertiary,1666.0,no,no,9,jun,291,3,-1,0,no
2074,53,married,secondary,230.0,no,yes,13,aug,112,2,-1,0,no
3310,29,single,tertiary,2893.0,yes,no,3,jun,250,1,-1,0,no
1622,45,single,primary,-183.0,no,yes,15,jul,395,4,-1,0,no
587,36,married,tertiary,16.0,yes,yes,18,jul,95,4,-1,0,no
1401,44,married,unknown,415.0,yes,no,14,may,7,7,-1,0,no
3045,53,married,tertiary,3177.0,no,no,8,aug,92,2,-1,0,no
1700,54,married,tertiary,2960.0,yes,no,20,nov,83,1,-1,0,no
3088,31,single,secondary,2544.0,no,no,15,jul,252,1,184,3,yes
3641,27,single,secondary,268.0,yes,no,13,may,528,1,358,2,no
2981,44,divorced,secondary,221.0,no,no,30,jul,149,13,-1,0,no
3932,25,married,tertiary,-242.0,yes,yes,18,may,600,4,332,4,yes
1379,46,married,secondary,368.0,no,no,20,aug,293,1,90,4,yes
2089,38,single,tertiary,104.0,yes,no,6,may,606,3,-1,0,yes
2175,56,divorced,tertiary,442.0,no,no,28,may,77,3,-1,0,no
4082,47,married,secondary,0.0,yes,no,21,jul,676,1,-1,0,no
3593,42,single,primary,1628.0,yes,no,5,feb,119,1,195,8,no
3203,32,married,secondary,3514.0,yes,no,20,may,226,2,-1,0,no
2657,28,single,secondary,-427.0,yes,yes,21,may,965,2,-1,0,no
4048,33,divorced,secondary,818.0,yes,yes,16,apr,301,3,-1,0,no
441,30,single,secondary,239.0,yes,no,7,may,115,3,-1,0,no
3319,41,married,secondary,1309.0,no,no,20,jun,28,4,-1,0,no
2051,31,single,secondary,747.0,yes,no,26,may,543,2,-1,0,yes
2541,47,married,unknown,14.0,yes,no,15,may,142,1,-1,0,no
1301,30,single,tertiary,329.0,yes,no,6,jun,122,16,-1,0,no
1781,47,married,tertiary,286.0,no,no,22,aug,557,7,-1,0,no
1304,37,married,tertiary,2685.0,no,no,20,jun,187,2,-1,0,no
236,33,married,secondary,3576.0,yes,no,2,apr,124,1,308,2,no
2599,52,married,tertiary,-1224.0,yes,no,7,may,253,4,-1,0,no
520,54,married,secondary,0.0,no,no,19,jun,220,1,-1,0,no
2573,38,married,secondary,171.0,yes,yes,20,may,172,1,-1,0,no
2768,54,married,secondary,88.0,yes,no,13,may,190,1,-1,0,no
735,30,single,secondary,566.0,no,no,5,feb,110,1,-1,0,no
4260,50,single,unknown,0.0,no,no,28,jul,118,8,-1,0,no
2106,47,married,primary,668.0,no,no,12,may,908,1,-1,0,no
2679,30,married,secondary,699.0,yes,no,29,may,544,1,-1,0,no
2761,35,divorced,secondary,0.0,yes,no,8,may,477,1,-1,0,no
592,41,married,secondary,108.0,yes,yes,13,may,83,7,-1,0,no
