age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
38,married,tertiary,1449,no,no,26,may,535,6,-1,0,no
50,married,secondary,1412,no,no,6,aug,131,3,-1,0,no
21,single,secondary,681,no,no,20,aug,6,1,-1,0,no
38,married,tertiary,228,yes,no,5,feb,105,1,-1,0,no
42,married,secondary,0,no,no,19,jun,370,1,-1,0,no
45,single,tertiary,2087,no,no,29,aug,29,14,-1,0,no
34,married,secondary,2,yes,yes,5,may,184,1,167,6,no
48,married,secondary,,no,yes,3,feb,47,2,222,3,no
34,married,secondary,0,no,yes,2,jul,193,4,-1,0,no
32,married,secondary,1905,yes,no,16,jul,709,2,-1,0,yes
35,married,tertiary,118,no,no,6,aug,358,2,-1,0,no
39,married,tertiary,2644,yes,no,20,may,253,1,-1,0,no
36,married,tertiary,16430,yes,no,6,jun,197,3,-1,0,no
35,married,secondary,13,no,no,22,aug,94,2,-1,0,no
57,divorced,secondary,14,no,yes,22,jul,445,2,-1,0,no
28,single,secondary,769,yes,no,15,may,153,1,371,2,no
43,married,unknown,3485,no,no,18,jun,113,1,-1,0,no
57,married,secondary,139,no,no,17,aug,80,1,-1,0,no
34,divorced,secondary,202,yes,no,15,may,318,1,-1,0,no
36,married,tertiary,6,yes,no,27,jan,100,1,435,1,no
47,divorced,tertiary,2515,no,no,20,jun,40,3,-1,0,no
36,divorced,tertiary,5195,yes,no,2,jun,55,25,-1,0,no
33,married,tertiary,2098,no,no,20,nov,67,1,-1,0,no
57,married,tertiary,320,no,no,7,aug,76,2,-1,0,no
57,married,tertiary,3431,yes,no,16,may,73,1,-1,0,no
34,married,secondary,50,yes,no,20,may,89,2,-1,0,no
51,divorced,tertiary,370,yes,no,19,aug,109,3,-1,0,no
54,divorced,primary,-182,no,no,9,jul,98,1,-1,0,no
52,single,tertiary,1623,yes,no,5,jun,21,17,-1,0,no
43,married,tertiary,13342,yes,no,18,nov,465,1,-1,0,no
58,single,primary,6570,no,no,21,jul,106,3,-1,0,no
53,married,secondary,225,yes,no,20,apr,304,1,340,1,no
44,married,secondary,-665,no,no,30,jul,342,3,-1,0,no
29,single,tertiary,0,no,no,16,may,16,25,-1,0,no
27,single,secondary,54,yes,no,28,may,543,2,-1,0,yes
35,married,primary,46,no,no,8,jul,338,3,-1,0,no
40,married,secondary,2,no,no,22,aug,197,5,-1,0,no
34,married,secondary,103,yes,yes,8,may,956,2,-1,0,no
38,single,secondary,883,yes,no,12,may,95,1,327,9,no
32,married,secondary,55,yes,no,15,may,546,9,-1,0,no
41,married,secondary,8238,yes,yes,30,may,124,4,-1,0,no
25,single,secondary,913,yes,no,7,jul,113,4,-1,0,no
38,divorced,secondary,595,yes,no,7,may,245,3,-1,0,no
26,single,secondary,7,yes,no,22,jul,188,2,-1,0,no
37,single,tertiary,1661,no,no,19,aug,199,5,-1,0,no
30,married,tertiary,102,yes,no,5,apr,470,7,426,3,yes
36,married,secondary,338,no,no,14,may,90,1,-1,0,no
33,married,secondary,3132,yes,no,23,may,350,5,-1,0,no
33,single,tertiary,490,yes,no,7,may,31,1,363,2,no
35,married,tertiary,2682,yes,no,9,jul,156,1,-1,0,no
24,married,tertiary,0,yes,no,27,may,299,1,-1,0,no
29,married,secondary,596,no,no,30,jan,510,2,-1,0,no
54,married,secondary,2059,yes,no,25,aug,177,4,-1,0,no
27,married,secondary,132,no,no,13,oct,123,2,-1,0,no
34,married,secondary,0,no,no,2,feb,270,1,-1,0,no
39,married,primary,385,yes,no,16,may,225,4,-1,0,no
38,married,tertiary,223,no,no,28,jan,63,1,-1,0,no
37,married,tertiary,0,yes,no,3,jun,247,13,-1,0,no
26,single,secondary,512,yes,yes,30,jan,206,5,239,3,no
36,married,tertiary,1169,yes,no,6,may,168,2,-1,0,no
35,single,tertiary,71,yes,no,21,may,836,12,-1,0,no
30,single,tertiary,940,no,no,8,aug,131,2,-1,0,no
25,single,secondary,-80,yes,yes,3,jun,89,1,-1,0,no
34,married,secondary,0,yes,no,29,aug,116,4,-1,0,no
52,married,unknown,1317,no,no,12,jun,58,1,-1,0,no
39,married,secondary,179,no,no,6,sep,36,1,-1,0,no
34,married,secondary,1007,yes,no,21,jul,240,2,-1,0,no
34,single,secondary,0,no,no,22,aug,132,4,-1,0,no
30,married,secondary,1286,yes,yes,17,jul,544,1,-1,0,no
33,married,secondary,804,yes,yes,8,may,266,1,-1,0,no
30,single,secondary,4,no,no,4,feb,443,2,-1,0,no
51,married,primary,0,yes,no,10,jul,324,1,-1,0,no
36,single,secondary,417,yes,no,6,feb,15,10,207,3,no
48,married,primary,1678,no,no,28,jan,263,2,-1,0,no
37,divorced,secondary,532,yes,no,11,jun,199,1,-1,0,no
58,married,secondary,407,yes,no,29,jul,145,2,-1,0,no
56,divorced,tertiary,659,no,yes,2,jun,56,1,-1,0,no
34,married,secondary,393,yes,no,5,may,11,9,-1,0,no
33,divorced,secondary,661,yes,no,18,nov,411,1,173,2,no
26,single,secondary,0,no,no,29,jul,165,23,-1,0,no
40,single,unknown,838,yes,no,12,may,619,3,-1,0,no
35,married,secondary,195,yes,no,17,apr,203,1,-1,0,no
45,married,secondary,68,yes,no,7,may,254,1,-1,0,no
37,single,secondary,-242,yes,no,13,aug,1149,6,-1,0,yes
35,divorced,tertiary,321,yes,no,9,may,189,1,-1,0,no
43,single,secondary,3403,yes,no,12,nov,707,2,97,2,yes
28,married,secondary,8,yes,no,15,may,196,1,-1,0,no
32,divorced,secondary,739,yes,no,9,may,171,1,-1,0,no
26,single,secondary,622,no,no,28,jan,1451,2,-1,0,yes
35,married,secondary,152,yes,no,2,jun,563,1,-1,0,yes
35,single,secondary,2,no,no,11,aug,239,4,-1,0,no
39,married,secondary,1439,yes,no,28,jul,73,6,-1,0,no
42,divorced,secondary,1491,yes,no,6,may,203,2,334,2,no
32,single,secondary,6402,yes,no,6,may,158,1,167,1,no
30,married,secondary,1210,no,no,9,jul,100,4,-1,0,no
26,single,tertiary,122,no,yes,8,jul,160,1,-1,0,no
30,single,secondary,0,yes,no,19,nov,661,1,-1,0,no
32,married,tertiary,62,yes,no,14,may,166,1,-1,0,no
47,married,secondary,3333,yes,yes,29,jul,114,2,-1,0,no
33,married,tertiary,16992,yes,no,29,may,58,1,-1,0,no
57,married,primary,23,yes,no,31,jul,25,8,-1,0,no
35,married,secondary,0,yes,no,7,may,121,2,-1,0,no
53,married,tertiary,6072,no,yes,16,jun,226,4,-1,0,no
24,single,secondary,366,no,yes,16,may,234,2,-1,0,no
54,divorced,tertiary,0,no,yes,10,jul,88,1,-1,0,no
31,married,tertiary,1343,yes,yes,21,may,85,1,-1,0,no
41,married,secondary,2105,yes,no,18,nov,134,1,-1,0,no
44,married,secondary,2319,no,no,4,aug,251,3,-1,0,no
35,single,secondary,35,yes,no,14,may,152,1,-1,0,no
30,married,tertiary,877,no,no,13,aug,202,1,83,5,no
43,single,primary,30,yes,no,30,may,379,17,-1,0,no
51,married,secondary,-2082,no,yes,28,jul,123,6,-1,0,no
60,married,secondary,89,no,no,30,apr,156,2,-1,0,no
43,married,secondary,104,no,no,17,jun,332,1,-1,0,no
31,married,tertiary,1750,yes,no,14,may,90,3,-1,0,no
56,married,primary,772,yes,no,20,nov,291,1,-1,0,no
42,married,secondary,1048,yes,no,6,feb,23,2,-1,0,no
52,married,primary,592,no,no,21,jul,122,2,-1,0,no
40,married,secondary,0,yes,yes,26,jul,105,2,172,1,no
36,married,secondary,3064,yes,no,11,may,1143,4,-1,0,no
40,married,primary,33,no,no,26,may,70,3,-1,0,no
46,married,secondary,0,yes,no,8,may,264,2,-1,0,no
32,single,secondary,1649,no,no,27,may,204,2,-1,0,no
31,single,tertiary,287,yes,no,19,nov,182,1,-1,0,no
41,divorced,secondary,0,yes,no,17,nov,386,2,-1,0,no
58,married,primary,419,no,yes,5,jun,295,3,-1,0,no
36,married,secondary,257,yes,no,12,may,86,2,-1,0,no
52,married,secondary,118,no,no,28,aug,16,20,-1,0,no
42,married,tertiary,251,no,no,20,aug,413,2,-1,0,no
32,single,tertiary,1731,yes,yes,29,may,323,3,-1,0,no
62,married,tertiary,0,no,no,13,oct,78,3,-1,0,no
31,single,tertiary,23,no,no,25,aug,121,3,-1,0,no
41,single,secondary,-386,no,yes,20,nov,477,1,-1,0,yes
34,married,tertiary,5498,no,no,19,nov,265,1,-1,0,no
44,single,tertiary,5063,no,no,27,oct,418,2,-1,0,yes
42,married,primary,7041,yes,no,28,jul,386,4,-1,0,no
37,single,secondary,654,no,no,19,may,594,2,-1,0,no
47,married,tertiary,1890,no,no,8,jul,161,1,-1,0,no
32,married,secondary,2400,yes,yes,5,feb,450,3,-1,0,no
46,married,secondary,519,yes,no,25,aug,217,6,-1,0,no
39,single,tertiary,1190,no,no,8,aug,136,1,-1,0,no
28,single,secondary,229,yes,no,9,may,322,1,-1,0,no
26,single,secondary,203,no,no,16,nov,104,1,196,1,no
52,married,secondary,1818,no,yes,17,nov,189,2,111,4,no
42,married,secondary,1289,no,no,15,jul,250,4,415,2,yes
33,divorced,tertiary,39,no,no,19,aug,123,5,-1,0,no
73,married,primary,796,no,no,23,oct,427,1,182,2,yes
35,single,secondary,57,no,yes,8,jul,632,2,-1,0,no
40,married,tertiary,1548,yes,no,13,apr,101,3,-1,0,no
51,married,secondary,117,no,no,24,aug,467,2,88,4,yes
37,single,secondary,0,yes,no,16,apr,640,2,-1,0,no
39,married,tertiary,691,yes,yes,16,apr,517,1,255,1,no
28,married,secondary,64,yes,no,13,may,160,3,-1,0,no
49,divorced,tertiary,0,yes,no,12,jun,177,3,-1,0,no
36,married,secondary,957,yes,no,21,may,206,1,-1,0,no
45,married,secondary,118,yes,no,7,may,208,2,-1,0,no
29,single,tertiary,218,yes,no,12,apr,169,1,-1,0,no
35,married,secondary,724,yes,no,14,jul,287,2,415,1,yes
35,married,tertiary,20,yes,yes,17,jul,505,3,-1,0,no
30,married,secondary,-28,yes,no,18,may,284,2,371,1,no
46,married,primary,665,no,no,30,jan,89,4,235,2,no
25,single,tertiary,5,no,no,29,sep,138,1,-1,0,no
36,married,tertiary,925,no,no,14,dec,321,3,189,4,yes
42,married,primary,2519,yes,no,15,may,262,4,-1,0,no
57,married,secondary,3927,no,no,13,oct,61,1,-1,0,no
42,divorced,tertiary,401,yes,no,24,jul,217,9,-1,0,no
29,married,tertiary,581,yes,yes,14,jul,192,2,-1,0,no
36,married,tertiary,1327,no,no,29,oct,174,2,-1,0,no
31,married,secondary,3242,no,no,25,jun,292,2,-1,0,no
59,married,primary,3163,yes,no,29,may,240,2,-1,0,no
50,divorced,secondary,32,no,no,4,aug,282,2,-1,0,no
47,married,secondary,310,yes,yes,14,aug,128,6,-1,0,no
46,married,primary,0,no,no,2,feb,161,1,-1,0,no
26,single,primary,155,yes,no,29,jan,291,1,244,4,no
31,single,secondary,11386,yes,no,20,nov,356,1,-1,0,no
30,married,tertiary,1380,yes,no,21,may,294,2,-1,0,no
47,single,unknown,2443,no,no,18,jun,422,1,-1,0,no
23,single,tertiary,1129,yes,no,28,may,806,1,-1,0,yes
44,single,primary,4232,no,no,16,jun,227,1,-1,0,no
42,married,secondary,5564,no,no,17,nov,560,2,-1,0,no
32,single,secondary,-402,yes,no,17,apr,135,1,-1,0,no
28,single,secondary,1323,yes,no,3,jun,361,1,-1,0,no
57,married,primary,1623,yes,yes,18,jul,246,1,-1,0,no
38,married,tertiary,1042,yes,no,4,feb,419,2,-1,0,no
22,single,secondary,2488,no,no,8,nov,449,2,38,10,yes
54,married,secondary,865,yes,no,17,nov,71,1,-1,0,no
32,married,tertiary,-1053,yes,no,21,jul,357,3,-1,0,no
32,married,tertiary,1667,yes,no,18,nov,164,2,179,3,no
59,divorced,secondary,975,yes,no,15,may,263,4,-1,0,no
45,married,secondary,2571,no,no,18,jun,146,2,-1,0,no
53,married,primary,732,no,no,27,oct,759,2,-1,0,yes
50,divorced,secondary,769,no,no,28,jul,72,2,363,4,no
34,married,secondary,-136,yes,yes,12,aug,131,2,-1,0,no
35,divorced,secondary,3636,no,yes,21,nov,808,2,-1,0,yes
30,married,tertiary,931,no,no,17,jul,1183,1,-1,0,no
62,married,secondary,565,no,no,4,sep,123,3,-1,0,no
40,married,secondary,271,yes,no,29,may,483,2,-1,0,no
26,single,tertiary,1153,no,no,4,may,238,3,-1,0,no
34,married,tertiary,-73,yes,no,11,jul,90,1,-1,0,no
50,married,unknown,558,no,no,9,jul,464,1,683,6,yes
31,divorced,tertiary,137,no,no,22,aug,385,9,-1,0,no
35,married,secondary,700,yes,no,23,may,240,2,-1,0,no
55,married,primary,-966,no,yes,14,may,104,1,-1,0,no
34,married,secondary,96,no,no,29,aug,109,2,-1,0,no
58,married,primary,4007,no,no,30,nov,598,4,-1,0,no
50,single,tertiary,567,yes,no,16,may,274,8,-1,0,no
31,single,secondary,40,no,no,7,aug,123,2,-1,0,no
47,divorced,secondary,136,no,yes,23,jul,70,1,-1,0,no
38,single,tertiary,917,yes,no,23,may,260,1,-1,0,no
46,single,tertiary,593,yes,no,29,jan,190,3,-1,0,no
42,married,primary,505,yes,no,14,may,521,2,-1,0,no
34,married,secondary,2542,yes,no,14,may,228,1,-1,0,no
37,married,tertiary,5355,no,no,17,feb,466,4,-1,0,yes
38,single,tertiary,807,no,no,27,feb,74,2,-1,0,no
59,married,secondary,9976,yes,no,29,may,57,2,-1,0,no
32,married,secondary,0,no,no,30,jan,119,3,-1,0,no
55,married,tertiary,540,no,no,19,nov,124,2,-1,0,no
35,married,secondary,280,yes,yes,31,jul,65,50,-1,0,no
56,divorced,tertiary,-59,no,yes,28,jul,127,6,-1,0,no
27,married,secondary,-517,yes,no,14,jul,172,3,-1,0,no
42,single,secondary,2613,yes,no,30,jul,174,6,-1,0,no
42,married,unknown,-7,no,no,31,jul,41,6,-1,0,no
41,married,primary,0,yes,no,30,may,232,3,-1,0,no
53,divorced,secondary,-200,no,yes,6,jun,161,1,-1,0,no
67,married,primary,2301,no,no,16,apr,124,1,-1,0,no
53,married,primary,104,no,yes,5,jun,701,1,-1,0,yes
33,married,primary,191,yes,no,9,may,162,2,-1,0,no
31,single,unknown,694,yes,no,6,jun,431,2,-1,0,no
31,married,secondary,212,yes,no,18,jul,191,3,-1,0,no
30,married,tertiary,1882,yes,no,11,aug,249,5,-1,0,no
48,married,unknown,131,yes,no,6,may,189,1,-1,0,no
30,single,secondary,175,no,no,25,aug,167,4,-1,0,no
43,single,tertiary,0,no,no,29,aug,73,4,-1,0,no
38,divorced,tertiary,4425,yes,no,30,may,162,1,-1,0,no
46,married,secondary,3533,yes,no,12,aug,235,2,-1,0,no
59,divorced,secondary,3573,no,no,15,may,44,1,-1,0,no
44,divorced,tertiary,476,yes,yes,26,may,127,2,-1,0,no
35,married,secondary,1257,yes,no,20,apr,93,3,329,7,no
55,married,unknown,23,no,no,30,jan,143,1,2,3,no
39,single,tertiary,0,yes,no,16,apr,81,2,-1,0,no
36,single,secondary,398,yes,yes,17,jun,77,2,-1,0,no
33,married,secondary,745,yes,no,23,may,115,4,-1,0,no
48,single,tertiary,8106,no,no,17,nov,125,1,111,3,no
33,single,tertiary,0,no,no,19,aug,53,4,-1,0,no
67,married,unknown,696,no,no,4,may,77,2,-1,0,no
48,divorced,secondary,1266,yes,no,3,feb,45,1,-1,0,no
57,married,tertiary,2416,no,no,11,aug,74,2,-1,0,no
31,married,primary,25,no,no,21,aug,169,5,-1,0,no
30,single,tertiary,7513,no,no,11,aug,269,2,-1,0,no
56,divorced,primary,29,no,no,29,jan,52,2,227,1,no
26,married,primary,5116,yes,no,22,jul,246,3,-1,0,no
44,married,secondary,-1746,yes,no,20,jun,218,1,-1,0,no
44,divorced,secondary,14,no,no,13,nov,167,1,92,1,yes
31,married,tertiary,4148,yes,no,21,nov,316,3,99,9,yes
47,married,unknown,14,yes,no,15,may,142,1,-1,0,no
30,single,secondary,105,yes,no,21,nov,75,1,-1,0,no
37,married,tertiary,767,no,yes,2,feb,204,1,-1,0,no
56,divorced,primary,0,no,yes,10,jul,542,1,-1,0,no
43,single,secondary,-228,yes,yes,16,may,122,2,-1,0,no
42,married,secondary,508,yes,no,30,may,70,1,-1,0,no
60,married,secondary,725,yes,no,8,jul,266,1,-1,0,no
34,married,unknown,41,yes,no,6,may,34,9,-1,0,no
34,single,tertiary,184,no,no,22,jul,203,4,-1,0,no
41,married,tertiary,251,no,yes,6,jun,85,3,-1,0,no
38,divorced,secondary,-17,no,no,21,nov,11,4,-1,0,no
23,married,secondary,-19,yes,no,20,jun,13,10,-1,0,no
33,married,tertiary,1064,yes,no,13,may,562,1,-1,0,yes
36,married,secondary,777,yes,no,6,may,185,3,-1,0,no
49,married,tertiary,377,no,no,22,may,158,1,59,2,no
34,divorced,secondary,479,yes,no,12,may,515,1,350,5,yes
40,divorced,secondary,-375,yes,no,13,may,60,5,-1,0,no
72,married,primary,796,no,no,24,apr,173,2,-1,0,no
43,married,secondary,17,yes,no,16,may,353,4,-1,0,no
44,married,secondary,1071,yes,no,11,may,143,3,357,1,no
35,married,secondary,0,yes,no,20,apr,18,5,-1,0,no
46,divorced,secondary,7378,no,no,18,nov,466,1,-1,0,no
55,married,secondary,865,yes,no,17,apr,85,1,151,1,no
50,divorced,secondary,-701,yes,yes,24,jul,148,1,-1,0,no
23,single,unknown,817,yes,no,18,may,123,1,-1,0,no
34,married,unknown,1387,no,no,30,apr,121,1,-1,0,no
40,married,secondary,0,yes,yes,29,may,245,3,-1,0,no
61,married,secondary,2917,no,no,6,oct,215,1,-1,0,yes
53,married,secondary,4541,yes,no,15,may,190,6,-1,0,no
57,married,secondary,0,no,no,13,may,44,1,-1,0,no
28,married,secondary,4287,no,no,30,apr,171,1,-1,0,no
25,married,secondary,242,yes,no,30,jul,62,12,-1,0,no
38,married,secondary,171,yes,yes,20,may,172,1,-1,0,no
27,single,secondary,259,yes,no,23,may,78,10,-1,0,no
45,married,secondary,827,yes,no,15,may,319,5,-1,0,no
31,single,secondary,469,no,yes,2,feb,111,1,-1,0,no
39,married,primary,2226,yes,no,6,may,158,1,-1,0,no
42,married,secondary,0,no,no,29,aug,82,12,-1,0,no
46,married,tertiary,477,yes,no,20,may,128,6,-1,0,no
36,married,secondary,42,yes,no,8,may,102,4,-1,0,no
30,single,tertiary,775,yes,no,16,jun,124,2,-1,0,no
32,married,secondary,9,yes,no,17,apr,334,2,-1,0,no
52,married,tertiary,2557,no,no,28,jan,134,5,204,2,yes
31,married,tertiary,2395,no,no,27,apr,218,1,-1,0,no
60,married,primary,4895,no,no,9,jun,313,1,-1,0,no
35,single,secondary,376,yes,yes,6,may,207,3,-1,0,no
38,married,tertiary,389,yes,no,6,may,262,1,-1,0,no
46,divorced,tertiary,134,no,no,19,aug,134,2,-1,0,no
45,divorced,tertiary,1273,yes,yes,11,jun,197,3,-1,0,no
59,married,secondary,0,yes,no,12,may,214,3,-1,0,no
34,married,tertiary,2892,yes,yes,30,jul,1165,7,-1,0,no
33,divorced,secondary,0,yes,no,7,may,177,2,-1,0,no
46,single,secondary,295,yes,no,23,may,141,6,-1,0,no
48,married,secondary,292,yes,yes,29,jul,164,6,-1,0,no
31,single,secondary,85,no,no,16,jul,151,1,-1,0,no
32,married,secondary,4,no,no,4,feb,145,2,260,4,no
35,divorced,primary,-587,yes,no,26,may,111,1,-1,0,no
36,single,primary,367,no,no,2,feb,217,1,221,1,no
52,married,tertiary,-1224,yes,no,7,may,253,4,-1,0,no
45,divorced,tertiary,959,no,no,18,jun,74,1,-1,0,no
34,married,tertiary,0,no,no,20,aug,263,2,-1,0,no
25,married,primary,-589,yes,no,3,jun,233,1,-1,0,no
26,single,tertiary,-8,no,no,13,aug,402,2,-1,0,no
57,married,unknown,0,no,no,30,sep,585,1,-1,0,no
48,married,primary,247,yes,yes,14,may,145,1,-1,0,no
48,married,unknown,5543,no,no,16,jun,143,5,-1,0,no
32,married,primary,642,no,yes,8,jul,524,1,-1,0,no
58,married,secondary,11,no,no,11,aug,270,1,-1,0,no
57,married,primary,-226,yes,no,4,jun,272,1,-1,0,no
31,married,tertiary,5191,no,no,20,nov,187,2,-1,0,no
33,single,secondary,-320,no,no,18,may,268,2,-1,0,no
53,married,tertiary,2289,yes,yes,17,nov,183,1,-1,0,no
36,married,secondary,725,yes,no,27,feb,123,3,99,8,no
32,single,tertiary,705,yes,no,20,apr,20,4,-1,0,no
45,married,secondary,776,yes,no,6,feb,232,4,253,1,no
35,married,tertiary,816,yes,no,19,nov,547,7,-1,0,no
41,married,secondary,171,no,no,21,jul,71,9,-1,0,no
54,married,secondary,812,no,no,31,jul,113,6,-1,0,no
49,married,secondary,823,no,no,8,aug,780,4,-1,0,yes
28,single,secondary,1453,yes,no,12,may,246,1,343,1,no
24,single,unknown,431,yes,no,3,jun,108,12,-1,0,no
30,single,secondary,1009,yes,no,29,jan,253,1,-1,0,no
32,married,primary,286,yes,no,6,aug,175,1,-1,0,no
53,married,tertiary,22370,yes,no,15,may,106,1,-1,0,no
42,married,primary,2111,yes,no,7,may,86,2,-1,0,no
48,married,primary,5366,yes,no,21,may,248,3,-1,0,no
33,married,secondary,181,yes,yes,28,jul,265,2,-1,0,no
31,divorced,secondary,-452,yes,no,26,may,182,5,-1,0,no
56,divorced,primary,1770,no,no,5,feb,916,3,-1,0,no
58,married,primary,0,no,no,4,aug,506,1,-1,0,no
37,single,secondary,-296,yes,no,20,apr,81,1,-1,0,no
59,married,primary,2358,yes,no,17,apr,30,1,-1,0,no
50,single,tertiary,1200,no,no,14,aug,904,3,-1,0,yes
39,single,primary,109,yes,no,6,may,699,3,-1,0,no
30,married,secondary,616,yes,no,6,may,19,1,-1,0,no
47,divorced,secondary,4906,yes,no,14,may,389,1,-1,0,no
44,married,secondary,313,no,no,6,aug,211,4,-1,0,no
38,married,primary,290,yes,no,16,apr,283,1,-1,0,no
50,married,tertiary,1240,no,no,12,aug,474,2,-1,0,no
27,single,tertiary,3672,yes,no,15,may,157,2,351,5,no
73,married,secondary,19,no,no,5,nov,509,2,-1,0,no
46,married,primary,143,yes,no,7,may,279,1,-1,0,no
56,divorced,secondary,212,no,yes,17,jul,27,1,-1,0,no
36,married,tertiary,9,no,no,11,aug,386,4,-1,0,yes
33,married,primary,3074,no,no,18,nov,679,1,-1,0,no
40,married,tertiary,1734,yes,no,2,jun,169,1,-1,0,no
52,married,tertiary,575,no,no,3,jun,315,1,-1,0,no
51,married,secondary,397,yes,no,20,aug,293,2,-1,0,no
33,married,secondary,640,yes,no,3,feb,439,3,-1,0,no
54,married,secondary,158,yes,no,19,may,198,1,-1,0,no
44,married,secondary,2984,yes,no,15,may,770,2,-1,0,no
50,married,secondary,1011,yes,no,30,jul,340,2,-1,0,no
45,single,secondary,0,yes,no,26,apr,1472,1,192,4,yes
36,married,tertiary,1133,yes,no,4,aug,293,1,181,2,yes
42,married,secondary,4945,yes,no,2,mar,311,2,-1,0,yes
37,married,secondary,712,yes,no,18,nov,291,2,-1,0,no
28,single,secondary,-427,yes,yes,21,may,965,2,-1,0,no
56,married,secondary,2146,no,yes,9,jun,594,1,-1,0,no
59,married,secondary,92,yes,no,12,may,139,2,350,1,no
32,married,secondary,10,yes,no,6,may,501,4,-1,0,no
57,married,primary,1238,yes,no,15,jul,274,1,-1,0,no
49,single,secondary,981,yes,no,21,nov,10,3,-1,0,no
56,married,unknown,575,no,no,20,jun,18,2,-1,0,no
48,divorced,unknown,-70,no,no,14,may,243,1,-1,0,no
27,single,tertiary,3733,yes,no,22,may,198,1,98,6,yes
31,single,tertiary,574,yes,no,16,jul,410,2,-1,0,no
28,single,secondary,43,no,no,19,may,190,1,-1,0,no
36,married,tertiary,428,no,no,28,may,121,1,-1,0,no
58,married,primary,0,yes,no,9,jul,148,1,-1,0,no
46,married,secondary,0,yes,yes,20,apr,239,2,259,2,no
32,single,tertiary,474,yes,no,7,aug,90,3,-1,0,no
39,married,secondary,-540,no,no,6,jun,29,1,-1,0,no
35,married,tertiary,560,yes,no,2,apr,58,1,136,1,no
31,married,tertiary,325,yes,no,18,jul,1139,2,-1,0,yes
29,single,tertiary,437,no,no,5,aug,504,1,92,1,yes
48,married,primary,574,no,no,5,aug,348,1,-1,0,no
60,married,primary,0,no,no,30,jul,130,3,-1,0,no
74,married,secondary,935,no,no,26,jan,100,1,104,1,no
30,married,secondary,699,yes,no,29,may,544,1,-1,0,no
52,single,primary,0,no,no,19,may,182,11,-1,0,no
24,married,secondary,-220,yes,no,2,apr,90,1,-1,0,no
29,married,secondary,11417,yes,no,28,may,272,2,-1,0,no
33,married,primary,212,yes,no,11,jul,260,2,-1,0,no
34,married,secondary,67,yes,yes,8,may,672,3,-1,0,no
45,divorced,secondary,0,no,no,29,oct,264,1,-1,0,yes
31,married,secondary,0,no,yes,15,jul,275,2,-1,0,no
45,married,secondary,1673,no,no,23,oct,76,1,-1,0,no
27,married,secondary,-1202,yes,no,4,jun,749,2,-1,0,no
30,single,tertiary,4213,no,no,25,aug,142,4,-1,0,no
45,married,primary,0,no,no,26,aug,454,2,-1,0,no
57,married,secondary,1521,yes,yes,18,may,102,2,178,5,no
34,married,tertiary,1310,no,no,30,jan,521,3,158,7,no
40,married,secondary,0,yes,yes,17,nov,57,1,-1,0,no
39,married,tertiary,399,no,no,9,apr,504,1,-1,0,no
46,married,tertiary,405,no,no,11,aug,138,3,-1,0,no
55,divorced,tertiary,9756,yes,no,5,jun,103,2,95,1,yes
25,single,tertiary,2506,no,no,17,feb,485,1,-1,0,yes
34,married,tertiary,697,no,no,5,aug,166,1,-1,0,no
37,married,primary,403,yes,no,8,may,318,2,338,1,no
64,divorced,tertiary,890,no,no,3,jul,531,3,-1,0,no
45,divorced,secondary,809,yes,no,13,may,155,2,363,4,no
57,married,secondary,158,yes,no,10,jul,73,1,-1,0,no
21,single,unknown,137,yes,no,12,may,198,3,-1,0,no
58,married,secondary,2705,no,no,14,aug,137,1,-1,0,no
41,single,secondary,75,yes,no,1,jul,479,9,-1,0,yes
41,married,unknown,2457,yes,no,9,may,285,1,-1,0,no
58,married,tertiary,541,yes,no,8,may,98,1,-1,0,no
33,married,tertiary,287,yes,no,15,may,199,2,274,3,no
32,married,tertiary,273,yes,yes,18,jul,97,3,-1,0,no
44,divorced,secondary,0,yes,no,4,jun,389,5,-1,0,no
47,married,unknown,677,no,no,7,aug,384,1,99,4,no
41,married,primary,340,no,no,6,jun,37,3,-1,0,no
54,married,tertiary,98,no,no,8,aug,420,4,-1,0,no
47,divorced,tertiary,477,yes,no,7,may,973,1,366,1,no
32,single,tertiary,2629,no,no,28,aug,77,4,-1,0,no
59,married,tertiary,0,no,yes,29,jul,376,2,-1,0,no
29,single,tertiary,2325,no,no,2,feb,125,1,-1,0,yes
48,married,secondary,-20,no,no,20,aug,142,2,-1,0,no
32,single,secondary,230,yes,no,18,may,442,1,266,8,yes
46,divorced,secondary,-852,no,yes,29,aug,728,2,-1,0,no
31,single,primary,-280,no,no,21,may,281,3,-1,0,no
53,married,secondary,25,no,no,22,aug,528,2,-1,0,yes
34,single,tertiary,9851,yes,no,20,nov,128,5,-1,0,no
48,single,unknown,5095,yes,no,16,jun,71,1,-1,0,no
32,married,secondary,687,no,no,20,aug,161,4,-1,0,no
31,married,secondary,1368,yes,no,12,aug,129,4,-1,0,no
27,single,primary,-179,yes,no,15,may,54,2,-1,0,no
60,married,secondary,-396,yes,no,11,may,443,1,350,1,no
34,single,tertiary,1011,yes,no,6,may,136,1,-1,0,no
52,married,secondary,9,no,yes,6,jun,44,1,-1,0,no
48,married,secondary,1159,yes,yes,15,may,1181,9,-1,0,no
45,married,primary,-322,no,no,9,jun,225,2,-1,0,no
54,divorced,secondary,1114,yes,no,30,jan,81,1,-1,0,no
